CO0,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,ENTHA,TEMPE
0.04947204897189199,0.22147274182219936,0.0,0.0,0.0,0.0,0.0,0.0,0.7290552092059087,1223163.8688038355,1000.0
0.05027520848293049,0.22128560588491536,0.0,0.0,0.0,0.0,0.0,0.0,0.7284391856321542,1230792.3901112145,1000.0
0.0510770118621385,0.22109878592596155,0.0,0.0,0.0,0.0,0.0,0.0,0.7278242022118999,1238408.0306888977,1000.0
0.051877462541353975,0.2209122811457207,0.0,0.0,0.0,0.0,0.0,0.0,0.7272102563129252,1246010.8231329613,1000.0
0.05267656394084512,0.22072609074727126,0.0,0.0,0.0,0.0,0.0,0.0,0.7265973453118836,1253600.7999295911,1000.0
0.053474319469359106,0.2205402139363761,0.0,0.0,0.0,0.0,0.0,0.0,0.7259854665942648,1261177.993455544,1000.0
0.054270732524170535,0.22035464992147125,0.0,0.0,0.0,0.0,0.0,0.0,0.7253746175543583,1268742.4359786091,1000.0
0.055065806491129646,0.2201693979136545,0.0,0.0,0.0,0.0,0.0,0.0,0.7247647955952159,1276294.1596580655,1000.0
0.055859544744710325,0.21998445712667444,0.0,0.0,0.0,0.0,0.0,0.0,0.7241559981286152,1283833.1965451376,1000.0
0.05665195064805785,0.21979982677691917,0.0,0.0,0.0,0.0,0.0,0.0,0.7235482225750229,1291359.5785834498,1000.0
0.05744302755303633,0.2196155060834053,0.0,0.0,0.0,0.0,0.0,0.0,0.7229414663635583,1298873.3376094752,1000.0
0.05823277880027609,0.21943149426776698,0.0,0.0,0.0,0.0,0.0,0.0,0.7223357269319569,1306374.5053529884,1000.0
0.05902120771922052,0.2192477905542448,0.0,0.0,0.0,0.0,0.0,0.0,0.7217310017265349,1313863.1134375078,1000.0
0.05980831762817301,0.2190643941696749,0.0,0.0,0.0,0.0,0.0,0.0,0.7211272882021521,1321339.1933807423,1000.0
0.06059411183434347,0.2188813043434785,0.0,0.0,0.0,0.0,0.0,0.0,0.7205245838221781,1328802.7765950356,1000.0
0.06137859363389459,0.21869852030765055,0.0,0.0,0.0,0.0,0.0,0.0,0.7199228860584549,1336253.8943877998,1000.0
0.062161766311988005,0.2185160412967493,0.0,0.0,0.0,0.0,0.0,0.0,0.7193221923912627,1343692.5779619599,1000.0
0.0629436331428301,0.21833386654788564,0.0,0.0,0.0,0.0,0.0,0.0,0.7187225003092842,1351118.8584163866,1000.0
0.06372419738971764,0.21815199530071233,0.0,0.0,0.0,0.0,0.0,0.0,0.7181238073095699,1358532.7667463277,1000.0
0.06450346230508323,0.21797042679741352,0.0,0.0,0.0,0.0,0.0,0.0,0.7175261108975032,1365934.3338438433,1000.0
0.06528143113054044,0.21778916028269416,0.0,0.0,0.0,0.0,0.0,0.0,0.7169294085867653,1373323.5904982325,1000.0
0.06605810709692869,0.21760819500376957,0.0,0.0,0.0,0.0,0.0,0.0,0.7163336978993017,1380700.5673964592,1000.0
0.06683349342435814,0.21742753021035502,0.0,0.0,0.0,0.0,0.0,0.0,0.7157389763652868,1388065.29512358,1000.0
0.06760759332225402,0.21724716515465536,0.0,0.0,0.0,0.0,0.0,0.0,0.7151452415230907,1395417.8041631645,1000.0
0.06838040998940104,0.21706709909135463,0.0,0.0,0.0,0.0,0.0,0.0,0.7145524909192443,1402758.1248977168,1000.0
0.06915194661398735,0.2168873312776059,0.0,0.0,0.0,0.0,0.0,0.0,0.7139607221084068,1410086.2876090936,1000.0
0.06992220637364849,0.21670786097302103,0.0,0.0,0.0,0.0,0.0,0.0,0.7133699326533305,1417402.3224789216,1000.0
0.07069119243551089,0.21652868743966042,0.0,0.0,0.0,0.0,0.0,0.0,0.7127801201248287,1424706.2595890104,1000.0
0.0714589079562354,0.21634980994202302,0.0,0.0,0.0,0.0,0.0,0.0,0.7121912821017417,1431998.128921766,1000.0
0.07222535608206039,0.21617122774703618,0.0,0.0,0.0,0.0,0.0,0.0,0.7116034161709035,1439277.9603606001,1000.0
0.07299053994884476,0.21599294012404568,0.0,0.0,0.0,0.0,0.0,0.0,0.7110165199271097,1446545.7836903394,1000.0
0.07375446268211076,0.2158149463448057,0.0,0.0,0.0,0.0,0.0,0.0,0.7104305909730836,1453801.6285976302,1000.0
0.07451712739708645,0.21563724568346898,0.0,0.0,0.0,0.0,0.0,0.0,0.7098456269194446,1461045.5246713446,1000.0
0.07527853719874812,0.21545983741657695,0.0,0.0,0.0,0.0,0.0,0.0,0.709261625384675,1468277.501402982,1000.0
0.07603869518186239,0.2152827208230499,0.0,0.0,0.0,0.0,0.0,0.0,0.7086785839950877,1475497.588187067,1000.0
0.07679760443102816,0.21510589518417714,0.0,0.0,0.0,0.0,0.0,0.0,0.7080965003847947,1482705.8143215524,1000.0
0.07755526802071833,0.21492935978360733,0.0,0.0,0.0,0.0,0.0,0.0,0.7075153721956743,1489902.2090082108,1000.0
0.07831168901532129,0.2147531139073389,0.0,0.0,0.0,0.0,0.0,0.0,0.7069351970773398,1497086.8013530322,1000.0
0.07906687046918227,0.2145771568437102,0.0,0.0,0.0,0.0,0.0,0.0,0.7063559726871074,1504259.620366614,1000.0
0.07982081542664446,0.2144014878833903,0.0,0.0,0.0,0.0,0.0,0.0,0.7057776966899653,1511420.6949645537,1000.0
0.08057352692208981,0.2142261063193689,0.0,0.0,0.0,0.0,0.0,0.0,0.7052003667585414,1518570.053967835,1000.0
0.08132500797997991,0.21405101144694735,0.0,0.0,0.0,0.0,0.0,0.0,0.7046239805730727,1525707.7261032169,1000.0
0.0820752616148964,0.21387620256372902,0.0,0.0,0.0,0.0,0.0,0.0,0.7040485358213746,1532833.7400036172,1000.0
0.08282429083158122,0.21370167896960987,0.0,0.0,0.0,0.0,0.0,0.0,0.7034740301988088,1539948.124208495,1000.0
0.08357209862497689,0.21352743996676918,0.0,0.0,0.0,0.0,0.0,0.0,0.7029004614082538,1547050.907164233,1000.0
0.08431868798026629,0.21335348485966021,0.0,0.0,0.0,0.0,0.0,0.0,0.7023278271600737,1554142.1172245156,1000.0
0.08506406187291239,0.21317981295500085,0.0,0.0,0.0,0.0,0.0,0.0,0.701756125172087,1561221.7826507054,1000.0
0.08580822326869783,0.2130064235617646,0.0,0.0,0.0,0.0,0.0,0.0,0.7011853531695377,1568289.931612221,1000.0
0.08655117512376426,0.21283331599117133,0.0,0.0,0.0,0.0,0.0,0.0,0.7006155088850644,1575346.5921869092,1000.0
0.08729292038465147,0.21266048955667813,0.0,0.0,0.0,0.0,0.0,0.0,0.7000465900586704,1582391.7923614166,1000.0
0.0880334619883363,0.21248794357397022,0.0,0.0,0.0,0.0,0.0,0.0,0.6994785944376934,1589425.5600315593,1000.0
0.08877280286227143,0.21231567736095194,0.0,0.0,0.0,0.0,0.0,0.0,0.6989115197767766,1596447.9230026926,1000.0
0.089510945924424,0.2121436902377378,0.0,0.0,0.0,0.0,0.0,0.0,0.6983453638378382,1603458.9089900765,1000.0
0.09024789408331395,0.21197198152664345,0.0,0.0,0.0,0.0,0.0,0.0,0.6977801243900426,1610458.5456192393,1000.0
0.09098365023805222,0.2118005505521769,0.0,0.0,0.0,0.0,0.0,0.0,0.6972157992097708,1617446.860426343,1000.0
0.09171821727837877,0.21162939664102953,0.0,0.0,0.0,0.0,0.0,0.0,0.6966523860805915,1624423.8808585405,1000.0
0.09245159808470048,0.21145851912206742,0.0,0.0,0.0,0.0,0.0,0.0,0.6960898827932321,1631389.63427434,1000.0
0.09318379552812867,0.2112879173263224,0.0,0.0,0.0,0.0,0.0,0.0,0.695528287145549,1638344.1479439577,1000.0
0.014467517838966193,0.2296287876047819,0.0,0.0,0.0,0.0,0.0,0.0,0.755903694556252,905711.2905653055,1011.1111111111111
0.015330894678161499,0.22942762104719086,0.0,0.0,0.0,0.0,0.0,0.0,0.7552414842746477,914044.3544213269,1011.1111111111111
0.016192760116919228,0.22922680664547124,0.0,0.0,0.0,0.0,0.0,0.0,0.7545804332376095,922362.8306769097,1011.1111111111111
0.017053118120484028,0.2290263434757222,0.0,0.0,0.0,0.0,0.0,0.0,0.7539205384037937,930666.757603449,1011.1111111111111
0.017911972640241927,0.22882623061727186,0.0,0.0,0.0,0.0,0.0,0.0,0.7532617967424862,938956.1733385823,1011.1111111111111
0.018769327613780865,0.22862646715266344,0.0,0.0,0.0,0.0,0.0,0.0,0.7526042052335558,947231.1158867707,1011.1111111111111
0.01962518696495082,0.2284270521676409,0.0,0.0,0.0,0.0,0.0,0.0,0.7519477608674083,955491.6231198803,1011.1111111111111
0.020479554603923703,0.22822798475113532,0.0,0.0,0.0,0.0,0.0,0.0,0.751292460644941,963737.7327777615,1011.1111111111111
0.0213324344272529,0.22802926399525092,0.0,0.0,0.0,0.0,0.0,0.0,0.7506383015774962,971969.4824688217,1011.1111111111111
0.0221838303179325,0.22783088899525117,0.0,0.0,0.0,0.0,0.0,0.0,0.7499852806868164,980186.9096705982,1011.1111111111111
0.02303374614545624,0.2276328588495451,0.0,0.0,0.0,0.0,0.0,0.0,0.7493333950049986,988390.0517303267,1011.1111111111111
0.02388218576587611,0.22743517265967375,0.0,0.0,0.0,0.0,0.0,0.0,0.7486826415744501,996578.9458655076,1011.1111111111111
0.02472915302186066,0.2272378295302964,0.0,0.0,0.0,0.0,0.0,0.0,0.7480330174478429,1004753.6291644673,1011.1111111111111
0.025574651742753057,0.2270408285691772,0.0,0.0,0.0,0.0,0.0,0.0,0.7473845196880697,1012914.13858692,1011.1111111111111
0.026418685744628752,0.22684416888717163,0.0,0.0,0.0,0.0,0.0,0.0,0.7467371453681995,1021060.5109645237,1011.1111111111111
0.02726125883035291,0.2266478495982133,0.0,0.0,0.0,0.0,0.0,0.0,0.7460908915714339,1029192.7830014346,1011.1111111111111
0.02810237478963751,0.22645186981930024,0.0,0.0,0.0,0.0,0.0,0.0,0.7454457553910624,1037310.9912748577,1011.1111111111111
0.0289420373990982,0.22625622867048212,0.0,0.0,0.0,0.0,0.0,0.0,0.7448017339304197,1045415.1722355967,1011.1111111111111
0.02978025042231077,0.22606092527484692,0.0,0.0,0.0,0.0,0.0,0.0,0.7441588243028423,1053505.3622085974,1011.1111111111111
0.030617017609867424,0.22586595875850768,0.0,0.0,0.0,0.0,0.0,0.0,0.7435170236316249,1061581.5973934932,1011.1111111111111
0.031452342699432694,0.2256713282505896,0.0,0.0,0.0,0.0,0.0,0.0,0.7428763290499776,1069643.9138651413,1011.1111111111111
0.032286229415799124,0.22547703288321722,0.0,0.0,0.0,0.0,0.0,0.0,0.7422367377009838,1077692.347574165,1011.1111111111111
0.03311868147094258,0.22528307179150103,0.0,0.0,0.0,0.0,0.0,0.0,0.7415982467375565,1085726.934347482,1011.1111111111111
0.03394970256407738,0.22508944411352527,0.0,0.0,0.0,0.0,0.0,0.0,0.7409608533223975,1093747.70988884,1011.1111111111111
0.03477929638171106,0.22489614899033467,0.0,0.0,0.0,0.0,0.0,0.0,0.7403245546279543,1101754.709779346,1011.1111111111111
0.03560746659769891,0.22470318556592203,0.0,0.0,0.0,0.0,0.0,0.0,0.7396893478363791,1109747.969477989,1011.1111111111111
0.03643421687329817,0.22451055298721545,0.0,0.0,0.0,0.0,0.0,0.0,0.7390552301394864,1117727.5243221668,1011.1111111111111
0.037259550857222046,0.22431825040406578,0.0,0.0,0.0,0.0,0.0,0.0,0.7384221987387122,1125693.4095282054,1011.1111111111111
0.0380834721856933,0.22412627696923418,0.0,0.0,0.0,0.0,0.0,0.0,0.7377902508450725,1133645.6601918763,1011.1111111111111
0.03890598448249773,0.22393463183837953,0.0,0.0,0.0,0.0,0.0,0.0,0.7371593836791227,1141584.311288913,1011.1111111111111
0.039727091359037243,0.22374331417004628,0.0,0.0,0.0,0.0,0.0,0.0,0.7365295944709164,1149509.3976755245,1011.1111111111111
0.04054679641438277,0.22355232312565193,0.0,0.0,0.0,0.0,0.0,0.0,0.7359008804599652,1157420.9540889028,1011.1111111111111
0.04136510323532678,0.22336165786947487,0.0,0.0,0.0,0.0,0.0,0.0,0.7352732388951985,1165319.0151477328,1011.1111111111111
0.04218201539643562,0.22317131756864206,0.0,0.0,0.0,0.0,0.0,0.0,0.7346466670349223,1173203.615352697,1011.1111111111111
0.04299753646010161,0.22298130139311717,0.0,0.0,0.0,0.0,0.0,0.0,0.7340211621467813,1181074.7890869763,1011.1111111111111
0.04381166997659478,0.2227916085156883,0.0,0.0,0.0,0.0,0.0,0.0,0.733396721507717,1188932.5706167514,1011.1111111111111
0.044624419484114386,0.222602238111956,0.0,0.0,0.0,0.0,0.0,0.0,0.7327733424039296,1196776.9940917005,1011.1111111111111
0.04543578850884019,0.22241318936032145,0.0,0.0,0.0,0.0,0.0,0.0,0.7321510221308384,1204608.093545491,1011.1111111111111
0.046245780564983435,0.2222244614419744,0.0,0.0,0.0,0.0,0.0,0.0,0.7315297579930423,1212425.9028962757,1011.1111111111111
0.04705439915483759,0.22203605354088143,0.0,0.0,0.0,0.0,0.0,0.0,0.730909547304281,1220230.4559471786,1011.1111111111111
0.04786164776882885,0.22184796484377425,0.0,0.0,0.0,0.0,0.0,0.0,0.7302903873873969,1228021.7863867853,1011.1111111111111
0.04866752988556631,0.22166019454013797,0.0,0.0,0.0,0.0,0.0,0.0,0.7296722755742957,1235799.9277896264,1011.1111111111111
0.04947204897189199,0.22147274182219936,0.0,0.0,0.0,0.0,0.0,0.0,0.7290552092059087,1243564.9136166591,1011.1111111111111
0.05027520848293049,0.22128560588491536,0.0,0.0,0.0,0.0,0.0,0.0,0.7284391856321542,1251316.7772157483,1011.1111111111111
0.0510770118621385,0.22109878592596155,0.0,0.0,0.0,0.0,0.0,0.0,0.7278242022118999,1259055.5518221431,1011.1111111111111
0.051877462541353975,0.2209122811457207,0.0,0.0,0.0,0.0,0.0,0.0,0.7272102563129252,1266781.2705589521,1011.1111111111111
0.05267656394084512,0.22072609074727126,0.0,0.0,0.0,0.0,0.0,0.0,0.7265973453118836,1274493.9664376166,1011.1111111111111
0.053474319469359106,0.2205402139363761,0.0,0.0,0.0,0.0,0.0,0.0,0.7259854665942648,1282193.672358379,1011.1111111111111
0.054270732524170535,0.22035464992147125,0.0,0.0,0.0,0.0,0.0,0.0,0.7253746175543583,1289880.4211107525,1011.1111111111111
0.055065806491129646,0.2201693979136545,0.0,0.0,0.0,0.0,0.0,0.0,0.7247647955952159,1297554.2453739857,1011.1111111111111
0.055859544744710325,0.21998445712667444,0.0,0.0,0.0,0.0,0.0,0.0,0.7241559981286152,1305215.1777175257,1011.1111111111111
0.05665195064805785,0.21979982677691917,0.0,0.0,0.0,0.0,0.0,0.0,0.7235482225750229,1312863.2506014796,1011.1111111111111
0.05744302755303633,0.2196155060834053,0.0,0.0,0.0,0.0,0.0,0.0,0.7229414663635583,1320498.4963770707,1011.1111111111111
0.05823277880027609,0.21943149426776698,0.0,0.0,0.0,0.0,0.0,0.0,0.7223357269319569,1328120.947287099,1011.1111111111111
0.05902120771922052,0.2192477905542448,0.0,0.0,0.0,0.0,0.0,0.0,0.7217310017265349,1335730.6354663898,1011.1111111111111
0.05980831762817301,0.2190643941696749,0.0,0.0,0.0,0.0,0.0,0.0,0.7211272882021521,1343327.5929422486,1011.1111111111111
0.06059411183434347,0.2188813043434785,0.0,0.0,0.0,0.0,0.0,0.0,0.7205245838221781,1350911.8516349108,1011.1111111111111
0.06137859363389459,0.21869852030765055,0.0,0.0,0.0,0.0,0.0,0.0,0.7199228860584549,1358483.443357986,1011.1111111111111
0.062161766311988005,0.2185160412967493,0.0,0.0,0.0,0.0,0.0,0.0,0.7193221923912627,1366042.3998189054,1011.1111111111111
0.0629436331428301,0.21833386654788564,0.0,0.0,0.0,0.0,0.0,0.0,0.7187225003092842,1373588.7526193634,1011.1111111111111
0.06372419738971764,0.21815199530071233,0.0,0.0,0.0,0.0,0.0,0.0,0.7181238073095699,1381122.5332557582,1011.1111111111111
0.06450346230508323,0.21797042679741352,0.0,0.0,0.0,0.0,0.0,0.0,0.7175261108975032,1388643.7731196291,1011.1111111111111
0.06528143113054044,0.21778916028269416,0.0,0.0,0.0,0.0,0.0,0.0,0.7169294085867653,1396152.5034980942,1011.1111111111111
0.06605810709692869,0.21760819500376957,0.0,0.0,0.0,0.0,0.0,0.0,0.7163336978993017,1403648.7555742818,1011.1111111111111
0.06683349342435814,0.21742753021035502,0.0,0.0,0.0,0.0,0.0,0.0,0.7157389763652868,1411132.5604277663,1011.1111111111111
0.06760759332225402,0.21724716515465536,0.0,0.0,0.0,0.0,0.0,0.0,0.7151452415230907,1418603.949034992,1011.1111111111111
0.06838040998940104,0.21706709909135463,0.0,0.0,0.0,0.0,0.0,0.0,0.7145524909192443,1426062.9522697038,1011.1111111111111
0.06915194661398735,0.2168873312776059,0.0,0.0,0.0,0.0,0.0,0.0,0.7139607221084068,1433509.6009033755,1011.1111111111111
0.06992220637364849,0.21670786097302103,0.0,0.0,0.0,0.0,0.0,0.0,0.7133699326533305,1440943.925605625,1011.1111111111111
0.07069119243551089,0.21652868743966042,0.0,0.0,0.0,0.0,0.0,0.0,0.7127801201248287,1448365.9569446428,1011.1111111111111
0.0714589079562354,0.21634980994202302,0.0,0.0,0.0,0.0,0.0,0.0,0.7121912821017417,1455775.725387608,1011.1111111111111
0.07222535608206039,0.21617122774703618,0.0,0.0,0.0,0.0,0.0,0.0,0.7116034161709035,1463173.2613011033,1011.1111111111111
0.07299053994884476,0.21599294012404568,0.0,0.0,0.0,0.0,0.0,0.0,0.7110165199271097,1470558.5949515342,1011.1111111111111
0.07375446268211076,0.2158149463448057,0.0,0.0,0.0,0.0,0.0,0.0,0.7104305909730836,1477931.7565055375,1011.1111111111111
0.07451712739708645,0.21563724568346898,0.0,0.0,0.0,0.0,0.0,0.0,0.7098456269194446,1485292.7760303952,1011.1111111111111
0.07527853719874812,0.21545983741657695,0.0,0.0,0.0,0.0,0.0,0.0,0.709261625384675,1492641.6834944421,1011.1111111111111
0.07603869518186239,0.2152827208230499,0.0,0.0,0.0,0.0,0.0,0.0,0.7086785839950877,1499978.5087674705,1011.1111111111111
0.07679760443102816,0.21510589518417714,0.0,0.0,0.0,0.0,0.0,0.0,0.7080965003847947,1507303.2816211386,1011.1111111111111
0.07755526802071833,0.21492935978360733,0.0,0.0,0.0,0.0,0.0,0.0,0.7075153721956743,1514616.0317293706,1011.1111111111111
0.07831168901532129,0.2147531139073389,0.0,0.0,0.0,0.0,0.0,0.0,0.7069351970773398,1521916.7886687582,1011.1111111111111
0.07906687046918227,0.2145771568437102,0.0,0.0,0.0,0.0,0.0,0.0,0.7063559726871074,1529205.5819189595,1011.1111111111111
0.07982081542664446,0.2144014878833903,0.0,0.0,0.0,0.0,0.0,0.0,0.7057776966899653,1536482.440863095,1011.1111111111111
0.08057352692208981,0.2142261063193689,0.0,0.0,0.0,0.0,0.0,0.0,0.7052003667585414,1543747.394788143,1011.1111111111111
0.08132500797997991,0.21405101144694735,0.0,0.0,0.0,0.0,0.0,0.0,0.7046239805730727,1551000.4728853332,1011.1111111111111
0.0820752616148964,0.21387620256372902,0.0,0.0,0.0,0.0,0.0,0.0,0.7040485358213746,1558241.7042505364,1011.1111111111111
0.08282429083158122,0.21370167896960987,0.0,0.0,0.0,0.0,0.0,0.0,0.7034740301988088,1565471.1178846548,1011.1111111111111
0.08357209862497689,0.21352743996676918,0.0,0.0,0.0,0.0,0.0,0.0,0.7029004614082538,1572688.7426940072,1011.1111111111111
0.08431868798026629,0.21335348485966021,0.0,0.0,0.0,0.0,0.0,0.0,0.7023278271600737,1579894.6074907177,1011.1111111111111
0.08506406187291239,0.21317981295500085,0.0,0.0,0.0,0.0,0.0,0.0,0.701756125172087,1587088.7409930944,1011.1111111111111
0.08580822326869783,0.2130064235617646,0.0,0.0,0.0,0.0,0.0,0.0,0.7011853531695377,1594271.1718260157,1011.1111111111111
0.08655117512376426,0.21283331599117133,0.0,0.0,0.0,0.0,0.0,0.0,0.7006155088850644,1601441.9285213058,1011.1111111111111
0.08729292038465147,0.21266048955667813,0.0,0.0,0.0,0.0,0.0,0.0,0.7000465900586704,1608601.0395181158,1011.1111111111111
0.0880334619883363,0.21248794357397022,0.0,0.0,0.0,0.0,0.0,0.0,0.6994785944376934,1615748.533163298,1011.1111111111111
0.08877280286227143,0.21231567736095194,0.0,0.0,0.0,0.0,0.0,0.0,0.6989115197767766,1622884.4377117802,1011.1111111111111
0.089510945924424,0.2121436902377378,0.0,0.0,0.0,0.0,0.0,0.0,0.6983453638378382,1630008.781326939,1011.1111111111111
0.09024789408331395,0.21197198152664345,0.0,0.0,0.0,0.0,0.0,0.0,0.6977801243900426,1637121.5920809668,1011.1111111111111
0.09098365023805222,0.2118005505521769,0.0,0.0,0.0,0.0,0.0,0.0,0.6972157992097708,1644222.8979552472,1011.1111111111111
0.09171821727837877,0.21162939664102953,0.0,0.0,0.0,0.0,0.0,0.0,0.6966523860805915,1651312.7268407133,1011.1111111111111
0.09245159808470048,0.21145851912206742,0.0,0.0,0.0,0.0,0.0,0.0,0.6960898827932321,1658391.1065382224,1011.1111111111111
0.09318379552812867,0.2112879173263224,0.0,0.0,0.0,0.0,0.0,0.0,0.695528287145549,1665458.06475891,1011.1111111111111
0.014467517838966193,0.2296287876047819,0.0,0.0,0.0,0.0,0.0,0.0,0.755903694556252,920760.9292911249,1022.2222222222222
0.015330894678161499,0.22942762104719086,0.0,0.0,0.0,0.0,0.0,0.0,0.7552414842746477,929226.8124577154,1022.2222222222222
0.016192760116919228,0.22922680664547124,0.0,0.0,0.0,0.0,0.0,0.0,0.7545804332376095,937677.8755145442,1022.2222222222222
0.017053118120484028,0.2290263434757222,0.0,0.0,0.0,0.0,0.0,0.0,0.7539205384037937,946114.1573430089,1022.2222222222222
0.017911972640241927,0.22882623061727186,0.0,0.0,0.0,0.0,0.0,0.0,0.7532617967424862,954535.6966886154,1022.2222222222222
0.018769327613780865,0.22862646715266344,0.0,0.0,0.0,0.0,0.0,0.0,0.7526042052335558,962942.5321615717,1022.2222222222222
0.01962518696495082,0.2284270521676409,0.0,0.0,0.0,0.0,0.0,0.0,0.7519477608674083,971334.7022373778,1022.2222222222222
0.020479554603923703,0.22822798475113532,0.0,0.0,0.0,0.0,0.0,0.0,0.751292460644941,979712.2452574122,1022.2222222222222
