"CO001","CO002","CO003","CO004","CO005","CO006","CO007","CO008","CO009","CO010","CO011","CO012","CO013","CO014","CO015","CO016","CO017","CO018","CO019","CO020","CO021","CO022","CO023","CO024","CO025","CO026","CO027","CO028","CO029","CO030","CO031","CO032","CO033","CO034","CO035","CO036","CO037","CO038","CO039","CO040","CO041","CO042","CO043","CO044","CO045","CO046","CO047","CO048","CO049","CO050","CO051","CO052","CO053","ENTHA","TEMPE","Points:0","Points:1","Points:2"
1.4458e-133,1.7777e-136,1.5666e-135,0.1165,2.2084e-134,7.6033e-132,8.4368e-136,1.5994e-136,1.5063e-147,1.3489e-144,2.71e-140,2.1849e-141,1.7353e-135,0.5,2.4467e-132,6.4931e-132,5.6612e-140,3.5537e-134,2.0946e-141,2.47e-136,4.9673e-135,6.4848e-145,1.034e-133,3.2938e-141,9.7027e-134,4.5844e-138,9.8058e-134,2.0213e-140,1.5663e-134,1.7151e-136,9.0364e-140,2.1439e-140,4.4519e-139,9.7933e-136,9.8901e-141,5.4141e-134,6.1206e-135,3.8532e-137,2.5222e-138,8.4495e-145,4.0574e-135,5.7517e-140,3.1667e-145,7.3772e-136,3.1733e-138,2.1305e-135,1.0607e-140,0.3835,1.9629e-162,3.4827e-138,5.6492e-136,2.832e-138,3.7543e-136,-2.322e+06,300,0.00026756,0.00080537,0
1.2683e-127,1.3982e-130,1.2326e-129,0.1165,1.7369e-128,6.5211e-126,7.2435e-130,1.3819e-130,1.3645e-141,1.1343e-138,2.2875e-134,1.8409e-135,1.5005e-129,0.5,2.1373e-126,5.5246e-126,4.775e-134,3.0988e-128,1.7737e-135,2.1041e-130,4.3077e-129,5.5651e-139,9.1459e-128,2.8655e-135,8.5397e-128,3.9453e-132,8.5867e-128,1.7616e-134,1.3783e-128,1.5116e-130,7.1091e-134,1.7288e-134,3.8379e-133,8.6732e-130,7.7777e-135,4.4917e-128,5.2878e-129,3.3619e-131,2.1219e-132,6.6811e-139,3.5776e-129,5.0097e-134,2.6608e-139,6.4994e-130,2.7886e-132,1.8758e-129,9.0935e-135,0.3835,1.7955e-156,3.0552e-132,4.9326e-130,2.463e-132,3.2692e-130,-2.322e+06,300,0.0010702,0.00026846,0
1.2784e-131,1.5092e-134,1.3302e-133,0.1165,1.8748e-132,6.6693e-130,7.4243e-134,1.4097e-134,1.3414e-145,1.1803e-142,2.3743e-138,1.9134e-139,1.5299e-133,0.5,2.1605e-130,5.679e-130,4.9476e-138,3.1391e-132,1.837e-139,2.1697e-134,4.3822e-133,5.7079e-143,9.1633e-132,2.9081e-139,8.5891e-132,4.0374e-136,8.6703e-132,1.7853e-138,1.3865e-132,1.5188e-134,7.6723e-138,1.8379e-138,3.9215e-137,8.6816e-134,8.3959e-139,4.692e-132,5.395e-133,3.4013e-135,2.2029e-136,7.1887e-143,3.5932e-133,5.0793e-138,2.7703e-143,6.532e-134,2.8081e-136,1.8861e-133,9.3297e-139,0.3835,1.7531e-160,3.0807e-136,4.9918e-134,2.5002e-136,3.3153e-134,-2.322e+06,300,0.00053512,0.0010738,0
1.3182e-132,1.5862e-135,1.398e-134,0.1165,1.9705e-133,6.904e-131,7.6804e-135,1.4569e-135,1.3767e-146,1.2251e-143,2.4627e-139,1.9852e-140,1.5809e-134,0.5,2.2294e-131,5.8871e-131,5.1345e-139,3.2396e-133,1.9045e-140,2.2472e-135,4.5263e-134,5.9048e-144,9.4363e-133,3.0023e-140,8.8516e-133,4.175e-137,8.9422e-133,1.8426e-139,1.4289e-133,1.5649e-135,8.0636e-139,1.9232e-139,4.0542e-138,8.9385e-135,8.8246e-140,4.8853e-133,5.5756e-134,3.5104e-136,2.287e-137,7.5484e-144,3.702e-134,5.2429e-139,2.8757e-144,6.7306e-135,2.8946e-137,1.9436e-134,9.6539e-140,0.3835,1.7961e-161,3.1764e-137,5.1505e-135,2.5813e-137,3.4222e-135,-2.322e+06,300,0.00040134,0.0010738,0
1.77e-134,2.2423e-137,1.9758e-136,0.1165,2.7857e-135,9.3623e-133,1.035e-136,1.9605e-137,1.839e-148,1.66e-145,3.3323e-141,2.6873e-142,2.1266e-136,0.5,2.9981e-133,8.012e-133,6.9813e-141,4.3512e-135,2.5737e-142,3.0323e-137,6.0856e-136,7.9523e-146,1.2642e-134,4.0339e-142,1.1869e-134,5.621e-139,1.2001e-134,2.475e-141,1.9161e-135,2.0978e-137,1.1398e-140,2.6847e-141,5.4587e-140,1.1972e-136,1.2476e-141,6.7253e-135,7.5015e-136,4.7227e-138,3.1113e-139,1.0641e-145,4.9624e-136,7.0436e-141,3.8976e-146,9.0235e-137,3.8825e-139,2.6061e-136,1.3016e-141,0.3835,2.3919e-163,4.2617e-139,6.9159e-137,3.4684e-139,4.5973e-137,-2.322e+06,300,0.00013378,0.00013423,0
5.1611e-135,6.7534e-138,5.95e-137,0.1165,8.39e-136,2.7485e-133,3.031e-137,5.7334e-138,5.334e-149,4.8854e-146,9.7971e-142,7.9039e-143,6.2177e-137,0.5,8.7521e-134,2.3577e-133,2.0562e-141,1.2699e-135,7.5601e-143,8.8949e-138,1.7783e-136,2.3286e-146,3.6787e-135,1.1779e-142,3.4574e-135,1.6451e-139,3.4997e-135,7.224e-142,5.5817e-136,6.1091e-138,3.4325e-141,8.0269e-142,1.5972e-140,3.4831e-137,3.7576e-142,1.9939e-135,2.1937e-136,1.3791e-138,9.1688e-140,3.1998e-146,1.445e-136,2.0563e-141,1.1473e-146,2.628e-137,1.1313e-139,7.5908e-137,3.8135e-142,0.3835,6.9123e-164,1.2423e-139,2.0179e-137,1.0128e-139,1.3421e-137,-2.322e+06,300,0,0.00013423,0
1.192e-126,1.2937e-129,1.1406e-128,0.1165,1.6071e-127,6.11e-125,6.7873e-129,1.296e-129,1.2893e-140,1.0598e-137,2.1384e-133,1.7204e-134,1.4074e-128,0.5,2.0077e-125,5.1706e-125,4.4634e-133,2.91e-127,1.6588e-134,1.9695e-129,4.0422e-128,5.2143e-138,8.606e-127,2.69e-134,8.0299e-127,3.6981e-131,8.0683e-127,1.6541e-133,1.296e-127,1.4216e-129,6.5781e-133,1.6056e-133,3.5982e-132,8.1626e-129,7.1964e-134,4.1888e-127,4.9592e-128,3.1574e-130,1.9827e-131,6.1869e-138,3.3649e-128,4.7036e-133,2.4857e-138,6.1122e-129,2.6216e-131,1.7639e-128,8.519e-134,0.3835,1.6976e-155,2.8715e-131,4.6329e-129,2.3121e-131,3.0693e-129,-2.322e+06,300,0.001204,0.00040268,0
1.2525e-127,1.3807e-130,1.2172e-129,0.1165,1.7151e-128,6.4402e-126,7.1553e-130,1.365e-130,1.3471e-141,1.1207e-138,2.2601e-134,1.8189e-135,1.4821e-129,0.5,2.1108e-126,5.4562e-126,4.7168e-134,3.0606e-128,1.7523e-135,2.0787e-130,4.2549e-129,5.4976e-139,9.0317e-128,2.8303e-135,8.4335e-128,3.8973e-132,8.4804e-128,1.7399e-134,1.3612e-128,1.4928e-130,7.0201e-134,1.7073e-134,3.791e-133,8.5647e-130,7.6804e-135,4.436e-128,5.2232e-129,3.3202e-131,2.0961e-132,6.5977e-139,3.533e-129,4.948e-134,2.6289e-139,6.4184e-130,2.754e-132,1.8525e-129,8.9829e-135,0.3835,1.7724e-156,3.0173e-132,4.8717e-130,2.4327e-132,3.2289e-130,-2.322e+06,300,0.0010702,0.00040268,0
1.7567e-134,2.2249e-137,1.9604e-136,0.1165,2.764e-135,9.2918e-133,1.0274e-136,1.946e-137,1.8249e-148,1.6479e-145,3.3081e-141,2.6678e-142,2.1109e-136,0.5,2.9756e-133,7.9516e-133,6.9296e-141,4.3188e-135,2.555e-142,3.0102e-137,6.0406e-136,7.8941e-146,1.2547e-134,4.0039e-142,1.178e-134,5.5796e-139,1.1912e-134,2.4566e-141,1.9017e-135,2.082e-137,1.1309e-140,2.6641e-141,5.4184e-140,1.1882e-136,1.2379e-141,6.6743e-135,7.4462e-136,4.6873e-138,3.0883e-139,1.0558e-145,4.9251e-136,6.9912e-141,3.8692e-146,8.9557e-137,3.8534e-139,2.5865e-136,1.2921e-141,0.3835,2.3733e-163,4.2298e-139,6.8644e-137,3.4427e-139,4.5632e-137,-2.322e+06,300,0.00013378,0.00026846,0
1.467e-134,1.8496e-137,1.6299e-136,0.1165,2.2978e-135,7.7592e-133,8.6187e-137,1.6308e-137,1.5154e-148,1.3863e-145,2.7824e-141,2.2445e-142,1.7689e-136,0.5,2.4854e-133,6.6392e-133,5.8072e-141,3.6131e-135,2.1488e-142,2.5294e-137,5.0591e-136,6.6263e-146,1.0466e-134,3.3513e-142,9.8362e-135,4.6802e-139,9.9566e-135,2.0553e-141,1.588e-135,1.738e-137,9.4017e-141,2.2191e-141,4.542e-140,9.9088e-137,1.0291e-141,5.5693e-135,6.2412e-136,3.9155e-138,2.5892e-139,8.7822e-146,4.1109e-136,5.8499e-141,3.2552e-146,7.4764e-137,3.2186e-139,2.1595e-136,1.084e-141,0.3835,1.9663e-163,3.5343e-139,5.7412e-137,2.8816e-139,3.8187e-137,-2.322e+06,300,0.00013378,0.0012081,0
1.5197e-134,1.9174e-137,1.6896e-136,0.1165,2.3821e-135,8.0376e-133,8.9189e-137,1.6881e-137,1.5719e-148,1.4336e-145,2.8776e-141,2.3211e-142,1.831e-136,0.5,2.5745e-133,6.8775e-133,6.0106e-141,3.7414e-135,2.2223e-142,2.6165e-137,5.2374e-136,6.8563e-146,1.0845e-134,3.4699e-142,1.019e-134,4.8434e-139,1.0312e-134,2.1283e-141,1.6451e-135,1.8006e-137,9.7465e-141,2.2996e-141,4.7011e-140,1.0268e-136,1.0668e-141,5.7696e-135,6.46e-136,4.0559e-138,2.6796e-139,9.1034e-146,4.2591e-136,6.0573e-141,3.3663e-146,7.7457e-137,3.3341e-139,2.2372e-136,1.1217e-141,0.3835,2.0408e-163,3.6608e-139,5.9454e-137,2.9836e-139,3.954e-137,-2.322e+06,300,0.00013378,0.0010738,0
1.6166e-134,2.0427e-137,1.8e-136,0.1165,2.5377e-135,8.5498e-133,9.4713e-137,1.7933e-137,1.6756e-148,1.5208e-145,3.0528e-141,2.4622e-142,1.9452e-136,0.5,2.7385e-133,7.316e-133,6.3852e-141,3.9772e-135,2.3578e-142,2.7769e-137,5.5653e-136,7.2794e-146,1.1541e-134,3.688e-142,1.084e-134,5.1437e-139,1.0966e-134,2.2623e-141,1.75e-135,1.9157e-137,1.0383e-140,2.4482e-141,4.9938e-140,1.0929e-136,1.1365e-141,6.1386e-135,6.8624e-136,4.3139e-138,2.8461e-139,9.6963e-146,4.5315e-136,6.4388e-141,3.571e-146,8.2405e-137,3.5464e-139,2.3801e-136,1.1912e-141,0.3835,2.1773e-163,3.8934e-139,6.3209e-137,3.171e-139,4.2028e-137,-2.322e+06,300,0.00013378,0.00080537,0
1.5699e-134,1.9822e-137,1.7466e-136,0.1165,2.4625e-135,8.3025e-133,9.2046e-137,1.7425e-137,1.6256e-148,1.4787e-145,2.9682e-141,2.3941e-142,1.8901e-136,0.5,2.6594e-133,7.1043e-133,6.2042e-141,3.8634e-135,2.2924e-142,2.6994e-137,5.407e-136,7.0751e-146,1.1205e-134,3.5827e-142,1.0526e-134,4.9987e-139,1.065e-134,2.1976e-141,1.6994e-135,1.8602e-137,1.0075e-140,2.3764e-141,4.8525e-140,1.061e-136,1.1028e-141,5.9604e-135,6.6681e-136,4.1894e-138,2.7657e-139,9.4097e-146,4.4001e-136,6.2547e-141,3.4721e-146,8.0017e-137,3.4439e-139,2.3112e-136,1.1576e-141,0.3835,2.1115e-163,3.7812e-139,6.1396e-137,3.0806e-139,4.0827e-137,-2.322e+06,300,0.00013378,0.0009396,0
1.4042e-133,1.7256e-136,1.5207e-135,0.1165,2.1437e-134,7.3849e-132,8.2006e-136,1.5544e-136,1.4615e-147,1.3117e-144,2.6353e-140,2.1248e-141,1.6864e-135,0.5,2.3764e-132,6.3066e-132,5.5019e-140,3.4525e-134,2.0368e-141,2.4015e-136,4.8268e-135,6.3039e-145,1.004e-133,3.2003e-141,9.4234e-134,4.456e-138,9.5253e-134,1.9638e-140,1.5212e-134,1.6657e-136,8.7717e-140,2.0817e-140,4.3267e-139,9.5092e-136,9.6004e-141,5.2583e-134,5.9483e-135,3.7426e-137,2.4514e-138,8.2027e-145,3.9403e-135,5.5882e-140,3.0796e-145,7.1646e-136,3.0822e-138,2.0691e-135,1.031e-140,0.3835,1.9039e-162,3.3829e-138,5.4881e-136,2.7516e-138,3.6476e-136,-2.322e+06,300,0.00026756,0.0009396,0
1.3618e-132,1.6392e-135,1.4447e-134,0.1165,2.0363e-133,7.1314e-131,7.9267e-135,1.504e-135,1.4239e-146,1.2636e-143,2.5403e-139,2.0476e-140,1.632e-134,0.5,2.3029e-131,6.0809e-131,5.2997e-139,3.3455e-133,1.9645e-140,2.3185e-135,4.6731e-134,6.0935e-144,9.7505e-133,3.1e-140,9.1444e-133,4.309e-137,9.236e-133,1.9028e-139,1.4762e-133,1.6167e-135,8.3328e-139,1.9869e-139,4.1849e-138,9.2366e-135,9.1194e-140,5.046e-133,5.7556e-134,3.6261e-136,2.3604e-137,7.7999e-144,3.8248e-134,5.4139e-139,2.9661e-144,6.9536e-135,2.9902e-137,2.008e-134,9.9634e-140,0.3835,1.8585e-161,3.2811e-137,5.3191e-135,2.6653e-137,3.5338e-135,-2.322e+06,300,0.00040134,0.0009396,0
1.3105e-128,1.4684e-131,1.2944e-130,0.1165,1.8241e-129,6.7607e-127,7.5115e-131,1.4316e-131,1.4019e-142,1.1802e-139,2.3787e-135,1.9148e-136,1.5542e-130,0.5,2.21e-127,5.7344e-127,4.9644e-135,3.2054e-129,1.8434e-136,2.1848e-131,4.4599e-130,5.7718e-140,9.4383e-129,2.9653e-136,8.82e-129,4.0899e-133,8.876e-129,1.8224e-135,1.4236e-129,1.5609e-131,7.4656e-135,1.8088e-135,3.9773e-134,8.9487e-131,8.1682e-136,4.6797e-129,5.478e-130,3.4768e-132,2.207e-133,7.0109e-140,3.6939e-130,5.183e-135,2.7687e-140,6.7116e-131,2.8809e-133,1.9373e-130,9.4322e-136,0.3835,1.8427e-157,3.1572e-133,5.1012e-131,2.5489e-133,3.3824e-131,-2.322e+06,300,0.00093645,0.00040268,0
1.5744e-133,1.9393e-136,1.709e-135,0.1165,2.4093e-134,8.2796e-132,9.1704e-136,1.7392e-136,1.6439e-147,1.4645e-144,2.9426e-140,2.3722e-141,1.887e-135,0.5,2.6641e-132,7.071e-132,6.1561e-140,3.8669e-134,2.2745e-141,2.683e-136,5.4028e-135,7.047e-145,1.1264e-133,3.5835e-141,1.0566e-133,4.9833e-138,1.0674e-133,2.1993e-140,1.7057e-134,1.8679e-136,9.8581e-140,2.3369e-140,4.8405e-139,1.067e-135,1.079e-140,5.8974e-134,6.6552e-135,4.1954e-137,2.7422e-138,9.2159e-145,4.419e-135,6.2582e-140,3.4381e-145,8.0342e-136,3.4553e-138,2.3201e-135,1.1529e-140,0.3835,2.1441e-162,3.7916e-138,6.1478e-136,3.081e-138,4.0847e-136,-2.322e+06,300,0.00026756,0.00026846,0
1.3321e-128,1.4929e-131,1.3161e-130,0.1165,1.8546e-129,6.8718e-127,7.632e-131,1.4547e-131,1.4257e-142,1.1988e-139,2.4162e-135,1.945e-136,1.5793e-130,0.5,2.2463e-127,5.8286e-127,5.0443e-135,3.2576e-129,1.8726e-136,2.2195e-131,4.5322e-130,5.8641e-140,9.5947e-129,3.0134e-136,8.9653e-129,4.1556e-133,9.0213e-129,1.8521e-135,1.4471e-129,1.5866e-131,7.5904e-135,1.8388e-135,4.0414e-134,9.0972e-131,8.3048e-136,4.7567e-129,5.5663e-130,3.5339e-132,2.2424e-133,7.1278e-140,3.7549e-130,5.2674e-135,2.8124e-140,6.8223e-131,2.9283e-133,1.9692e-130,9.5834e-136,0.3835,1.8744e-157,3.209e-133,5.1845e-131,2.5903e-133,3.4375e-131,-2.322e+06,300,0.00093645,0.00013423,0
1.3844e-129,1.578e-132,1.391e-131,0.1165,1.9602e-130,7.1659e-128,7.9585e-132,1.5154e-132,1.4736e-143,1.2542e-140,2.5264e-136,2.0343e-137,1.645e-131,0.5,2.3359e-128,6.0856e-128,5.2744e-136,3.3886e-130,1.957e-137,2.3174e-132,4.7185e-131,6.1155e-141,9.9579e-130,3.1358e-137,9.3121e-130,4.3318e-134,9.3779e-130,1.9267e-136,1.5031e-130,1.6476e-132,8.0226e-136,1.9359e-136,4.2116e-135,9.4397e-132,8.7782e-137,4.9859e-130,5.7987e-131,3.6756e-133,2.3457e-134,7.5276e-141,3.899e-131,5.4802e-136,2.9427e-141,7.0851e-132,3.0423e-134,2.0452e-131,9.9957e-137,0.3835,1.9349e-158,3.3349e-134,5.3919e-132,2.6956e-134,3.5765e-132,-2.322e+06,300,0.00080268,0.00026846,0
1.3656e-129,1.5563e-132,1.3719e-131,0.1165,1.9333e-130,7.0688e-128,7.8526e-132,1.4951e-132,1.4531e-143,1.2377e-140,2.4931e-136,2.0075e-137,1.623e-131,0.5,2.3042e-128,6.0031e-128,5.204e-136,3.343e-130,1.9312e-137,2.2867e-132,4.6552e-131,6.0343e-141,9.822e-130,3.0937e-137,9.1856e-130,4.2741e-134,9.2511e-130,1.9008e-136,1.4827e-130,1.6252e-132,7.9123e-136,1.9095e-136,4.1553e-135,9.3108e-132,8.6575e-137,4.9182e-130,5.7212e-131,3.6257e-133,2.3144e-134,7.4244e-141,3.8459e-131,5.4064e-136,2.904e-141,6.9888e-132,3.001e-134,2.0174e-131,9.8627e-137,0.3835,1.9078e-158,3.2897e-134,5.3191e-132,2.6594e-134,3.5284e-132,-2.322e+06,300,0.00080268,0.00040268,0
1.3216e-128,1.4812e-131,1.3058e-130,0.1165,1.84e-129,6.8176e-127,7.5714e-131,1.4431e-131,1.4145e-142,1.1892e-139,2.397e-135,1.9295e-136,1.5668e-130,0.5,2.2285e-127,5.7826e-127,5.0043e-135,3.2318e-129,1.8577e-136,2.2019e-131,4.4962e-130,5.8175e-140,9.519e-129,2.9896e-136,8.8945e-129,4.1226e-133,8.95e-129,1.8374e-135,1.4356e-129,1.5741e-131,7.5309e-135,1.8243e-135,4.0093e-134,9.0254e-131,8.2397e-136,4.7192e-129,5.5222e-130,3.506e-132,2.2246e-133,7.0719e-140,3.7252e-130,5.2256e-135,2.79e-140,6.7684e-131,2.9051e-133,1.9536e-130,9.5073e-136,0.3835,1.8597e-157,3.1837e-133,5.1435e-131,2.5698e-133,3.4102e-131,-2.322e+06,300,0.00093645,0,0
1.3279e-128,1.488e-131,1.3117e-130,0.1165,1.8484e-129,6.8499e-127,7.6088e-131,1.4502e-131,1.4209e-142,1.1952e-139,2.4091e-135,1.9393e-136,1.5745e-130,0.5,2.2391e-127,5.81e-127,5.0289e-135,3.2474e-129,1.867e-136,2.2129e-131,4.5181e-130,5.8464e-140,9.5637e-129,3.004e-136,8.9367e-129,4.1429e-133,8.9928e-129,1.8463e-135,1.4424e-129,1.5816e-131,7.5653e-135,1.8328e-135,4.029e-134,9.0677e-131,8.2773e-136,4.7415e-129,5.5492e-130,3.5227e-132,2.2356e-133,7.1043e-140,3.7428e-130,5.2509e-135,2.8041e-140,6.8004e-131,2.919e-133,1.9629e-130,9.5543e-136,0.3835,1.8679e-157,3.1988e-133,5.1682e-131,2.5822e-133,3.4267e-131,-2.322e+06,300,0.00093645,0.00026846,0
1.3605e-131,1.6067e-134,1.4162e-133,0.1165,1.996e-132,7.0957e-130,7.8869e-134,1.4982e-134,1.4306e-145,1.2524e-142,2.5196e-138,2.0302e-139,1.6259e-133,0.5,2.2989e-130,6.0418e-130,5.2568e-138,3.3384e-132,1.9496e-139,2.3034e-134,4.6584e-133,6.0623e-143,9.756e-132,3.0921e-139,9.141e-132,4.2892e-136,9.2237e-132,1.8985e-138,1.4756e-132,1.6165e-134,8.1682e-138,1.9558e-138,4.1671e-137,9.2439e-134,8.9386e-139,4.9914e-132,5.7332e-133,3.619e-135,2.3401e-136,7.6523e-143,3.8246e-133,5.4013e-138,2.9395e-143,6.9522e-134,2.9882e-136,2.0074e-133,9.9108e-139,0.3835,1.8713e-160,3.2778e-136,5.3091e-134,2.6583e-136,3.5254e-134,-2.322e+06,300,0.00053512,0.00080537,0
1.4023e-132,1.6886e-135,1.4882e-134,0.1165,2.0977e-133,7.3431e-131,8.156e-135,1.5478e-135,1.4677e-146,1.2995e-143,2.6126e-139,2.1057e-140,1.6795e-134,0.5,2.3713e-131,6.2613e-131,5.4536e-139,3.444e-133,2.0204e-140,2.3849e-135,4.8098e-134,6.2692e-144,1.0043e-132,3.191e-140,9.4168e-133,4.4338e-137,9.5093e-133,1.9587e-139,1.5201e-133,1.6649e-135,8.5841e-139,2.0462e-139,4.3066e-138,9.5138e-135,9.3943e-140,5.1958e-133,5.923e-134,3.7337e-136,2.4287e-137,8.0344e-144,3.9389e-134,5.5731e-139,3.0503e-144,7.1609e-135,3.0791e-137,2.0678e-134,1.0251e-139,0.3835,1.9165e-161,3.3784e-137,5.4759e-135,2.7435e-137,3.6376e-135,-2.322e+06,300,0.00040134,0.00080537,0
1.4447e-130,1.6768e-133,1.478e-132,0.1165,2.083e-131,7.5055e-129,8.3315e-133,1.5849e-133,1.5303e-144,1.3171e-141,2.6515e-137,2.1356e-138,1.7203e-132,0.5,2.4393e-129,6.3822e-129,5.5378e-137,3.5393e-131,2.0529e-138,2.4287e-133,4.9323e-132,6.4023e-142,1.0379e-130,3.2764e-138,9.713e-131,4.5331e-135,9.7889e-131,2.0126e-137,1.5678e-131,1.7182e-133,8.5246e-137,2.0484e-137,4.4063e-136,9.8372e-133,9.3281e-138,5.2506e-131,6.0648e-132,3.8391e-134,2.4638e-135,7.9917e-142,4.0658e-132,5.7249e-137,3.0907e-142,7.389e-133,3.174e-135,2.1332e-132,1.0467e-137,0.3835,2.0069e-159,3.4802e-135,5.6305e-133,2.8166e-135,3.7363e-133,-2.322e+06,300,0.0006689,0.00013423,0
1.4382e-130,1.6693e-133,1.4714e-132,0.1165,2.0738e-131,7.4717e-129,8.2936e-133,1.5777e-133,1.5235e-144,1.311e-141,2.6394e-137,2.1258e-138,1.7125e-132,0.5,2.4283e-129,6.3535e-129,5.5127e-137,3.5233e-131,2.0435e-138,2.4176e-133,4.9099e-132,6.3731e-142,1.0332e-130,3.2615e-138,9.6692e-131,4.5125e-135,9.7446e-131,2.0035e-137,1.5608e-131,1.7105e-133,8.4868e-137,2.0393e-137,4.3863e-136,9.7929e-133,9.2868e-138,5.227e-131,6.0372e-132,3.8217e-134,2.4526e-135,7.9562e-142,4.0474e-132,5.699e-137,3.0765e-142,7.3557e-133,3.1597e-135,2.1235e-132,1.0419e-137,0.3835,1.998e-159,3.4644e-135,5.6051e-133,2.8038e-135,3.7194e-133,-2.322e+06,300,0.0006689,0,0
1.4403e-132,1.735e-135,1.5291e-134,0.1165,2.1554e-133,7.5415e-131,8.3713e-135,1.5889e-135,1.5086e-146,1.3332e-143,2.6805e-139,2.1604e-140,1.7241e-134,0.5,2.4354e-131,6.4305e-131,5.5982e-139,3.5363e-133,2.073e-140,2.4473e-135,4.9379e-134,6.4342e-144,1.0316e-132,3.2763e-140,9.6719e-133,4.551e-137,9.7655e-133,2.0112e-139,1.5613e-133,1.7101e-135,8.82e-139,2.102e-139,4.4208e-138,9.7733e-135,9.6526e-140,5.3365e-133,6.0802e-134,3.8346e-136,2.4929e-137,8.2548e-144,4.0459e-134,5.7224e-139,3.1295e-144,7.3551e-135,3.1624e-137,2.1238e-134,1.0522e-139,0.3835,1.9706e-161,3.4696e-137,5.623e-135,2.8168e-137,3.735e-135,-2.322e+06,300,0.00040134,0.00067114,0
1.4856e-131,1.7566e-134,1.5482e-133,0.1165,2.1822e-132,7.7474e-130,8.5965e-134,1.6337e-134,1.5657e-145,1.3636e-142,2.7434e-138,2.2103e-139,1.773e-133,0.5,2.5101e-130,6.5968e-130,5.7314e-138,3.6428e-132,2.1229e-139,2.5091e-134,5.081e-133,6.6063e-143,1.0658e-131,3.3734e-139,9.9823e-132,4.6755e-136,1.0068e-131,2.0716e-138,1.6113e-132,1.7655e-134,8.93e-138,2.1368e-138,4.5435e-137,1.01e-133,9.7723e-139,5.4504e-132,6.2514e-133,3.9512e-135,2.5509e-136,8.3644e-143,4.1773e-133,5.8934e-138,3.2002e-143,7.5927e-134,3.2628e-136,2.1922e-133,1.0802e-138,0.3835,2.0499e-160,3.5785e-136,5.794e-134,2.9001e-136,3.8464e-134,-2.322e+06,300,0.00053512,0.00026846,0
1.4371e-130,1.6677e-133,1.47e-132,0.1165,2.0717e-131,7.4661e-129,8.289e-133,1.5768e-133,1.522e-144,1.3105e-141,2.6382e-137,2.1249e-138,1.7115e-132,0.5,2.4265e-129,6.3486e-129,5.5093e-137,3.5209e-131,2.0426e-138,2.4164e-133,4.9068e-132,6.3698e-142,1.0324e-130,3.2594e-138,9.6619e-131,4.5099e-135,9.7377e-131,2.0021e-137,1.5596e-131,1.7092e-133,8.4784e-137,2.0375e-137,4.3837e-136,9.785e-133,9.2775e-138,5.2228e-131,6.0337e-132,3.8189e-134,2.4511e-135,7.9485e-142,4.0443e-132,5.6952e-137,3.0752e-142,7.3501e-133,3.1573e-135,2.1219e-132,1.0413e-137,0.3835,1.9958e-159,3.4619e-135,5.6012e-133,2.802e-135,3.7169e-133,-2.322e+06,300,0.0006689,0.00026846,0
1.417e-130,1.644e-133,1.4491e-132,0.1165,2.0423e-131,7.3617e-129,8.1751e-133,1.555e-133,1.5002e-144,1.2927e-141,2.6024e-137,2.0961e-138,1.6879e-132,0.5,2.3926e-129,6.2598e-129,5.4334e-137,3.472e-131,2.0148e-138,2.3835e-133,4.839e-132,6.2825e-142,1.0179e-130,3.2142e-138,9.5267e-131,4.448e-135,9.602e-131,1.9743e-137,1.5378e-131,1.6852e-133,8.3579e-137,2.0087e-137,4.3233e-136,9.6473e-133,9.1457e-138,5.1497e-131,5.9505e-132,3.7656e-134,2.4174e-135,7.8358e-142,3.9876e-132,5.6161e-137,3.0335e-142,7.2471e-133,3.1132e-135,2.0922e-132,1.027e-137,0.3835,1.967e-159,3.4136e-135,5.5233e-133,2.7632e-135,3.6654e-133,-2.322e+06,300,0.0006689,0.00040268,0
1.4844e-133,1.8261e-136,1.6093e-135,0.1165,2.2686e-134,7.8062e-132,8.6564e-136,1.6413e-136,1.5478e-147,1.3834e-144,2.7795e-140,2.2409e-141,1.7807e-135,0.5,2.512e-132,6.6665e-132,5.8093e-140,3.6476e-134,2.1484e-141,2.5337e-136,5.0979e-135,6.6531e-145,1.0617e-133,3.3807e-141,9.962e-134,4.7039e-138,1.0066e-133,2.0747e-140,1.6082e-134,1.761e-136,9.2827e-140,2.2017e-140,4.5683e-139,1.0057e-135,1.016e-140,5.559e-134,6.2808e-135,3.956e-137,2.588e-138,8.6792e-145,4.166e-135,5.9037e-140,3.2478e-145,7.5746e-136,3.258e-138,2.1874e-135,1.0883e-140,0.3835,2.0176e-162,3.5755e-138,5.7988e-136,2.9067e-138,3.8534e-136,-2.322e+06,300,0.00026756,0.00067114,0
